"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 05 20:50:04 GMT 2023","Sun Mar 05 20:50:06 GMT 2023","1631","chromium","spec/test.ts","Authentication","","","Authenticaiton using UI",""
"passed","Sun Mar 05 20:50:06 GMT 2023","Sun Mar 05 20:50:07 GMT 2023","1130","chromium","spec/test.ts","Authentication","","","Authentication using API and then continue UI test",""
