"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 28 22:18:30 GMT 2023","Tue Feb 28 22:18:31 GMT 2023","1102","chromium","spec/test.ts","Test suite","","","First",""
