"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 05 21:35:53 GMT 2023","Sun Mar 05 21:35:55 GMT 2023","2020","chromium","spec/test.ts","Authentication","","","Authenticaiton using UI",""
"passed","Sun Mar 05 21:35:55 GMT 2023","Sun Mar 05 21:35:57 GMT 2023","1716","chromium","spec/test.ts","Authentication","","","Authentication using API and then continue UI test",""
