"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 28 22:32:07 GMT 2023","Tue Feb 28 22:32:08 GMT 2023","978","chromium","spec/test.ts","Test suite","","","First",""
